Token	UniLemma	AoA	AdjustedDiversity	Diversity	LogFreq	LexicalClass	NChars	Concreteness	MLU
camión	firetruck	32.0960124490214	-2.46359229691993	243	-1.51605594705577	nouns	6	5	7.30597014925373
camión	truck	26.5797846030668	-2.46359229691993	243	-1.51605594705577	nouns	6	4.84	7.30597014925373
cansado	tired	28.7435662043464	10.7010087175477	95	-2.97990854252154	adjectives	7	3	7.48387096774194
cantar	sing	23.7895896859717	-1.62696460931781	172	-1.99505513921009	verbs	6	4.34	6.93975903614458
cara	face	21.6929841323727	66.4455994132458	337	-1.38019517997943	nouns	4	4.87	7.4071661237785
carne	meat	20.9490789815146	-22.5079620337124	100	-2.472313939337	nouns	5	4.9	4.60194174757282
carreola	stroller	29.055719512821	-3.87501590725284	0	-7.10704292756663	nouns	8	4.96	7.25207922989424
carro	car	17.2671932461734	-1.11352918557706	117	-2.52207544889606	nouns	5	4.89	5.86734693877551
cenar	eat dinner	28.7067314282441	-11.3738298802669	214	-1.63477225389516	verbs	5	4.44	6.64705882352941
cepillo	brush (object)	21.4902440237901	-9.22014778869445	40	-3.70584554590448	nouns	7	4.54	5.66666666666667
cepillo	toothbrush	23.676827624053	-9.22014778869445	40	-3.70584554590448	nouns	7	5	5.66666666666667
cereal	cereal	29.4936857015656	-3.51228211112482	3	-6.41389574700669	nouns	6	4.83	3
cerrar	close	25.0138031585747	-21.3624435574391	132	-2.16540050495733	verbs	6	3.2	6.07857142857143
chichi	breast	22.1000770566274	1.56567159580901	52	-3.67305572308149	nouns	6	4.89	5.83870967741935
chico	little (description)	28.322386047084	42.5420663872108	339	-1.2519710053642	adjectives	5	3.67	6.39255014326648
chile	chili	20.9932315282169	-3.90039883181099	68	-3.19501992213849	nouns	5	4.79	4.66
chupón	pacifier	24.8946952035993	1.12498409274716	5	-7.10704292756663	nouns	6	4.61	9
cielo	sky	24.4385496057409	45.80425447878	251	-1.76470867560182	nouns	5	4.45	6.26315789473684
cierre	zipper	31.2423241304085	-2.30573254710891	21	-4.70914765476826	nouns	6	4.83	5.81818181818182
cigarros	cigarette	29.5826153003205	-0.512282111124822	6	-6.41389574700669	nouns	8	4.88	4
cobija	blanket	23.5594722460951	0.12498409274716	4	-7.10704292756663	nouns	6	5	5
cochera	garage	38.8811840732926	-2.51228211112482	4	-6.41389574700669	nouns	7	4.96	3.5
cocina	kitchen	24.4774175276387	-62.4635021282274	325	-0.87263220184826	nouns	6	4.97	9.03333333333333
collar	necklace	29.7757848960412	11.8128546432244	75	-3.36937330928326	nouns	6	4.96	6.66666666666667
columpio	swing (object)	25.7537980843836	-16.7632989920925	250	-1.39993266281776	nouns	8	4.54	7.29235880398671
comer	eat	20.5943965692956	-69.7899834917102	809	0.346518944076742	verbs	5	4.44	7.3180764774044
comida	food	20.8578553752807	34.3122134646304	351	-1.15900793838599	nouns	6	4.8	6.98694516971279
cómo	how	29.7565498071751	-200.273619869397	1695	1.67971928087446	function_words	4	1.35	5.42416373911715
conejo	bunny	23.8277263767811	-34.1455297706347	141	-1.98307894816337	nouns	6	4.97	5.31547619047619
correr	run	24.0738770957294	25.718817599278	108	-3.01269836534453	verbs	6	4.31	7.95
cosquillitas	tickle	25.6304994713391	-3.86979989151425	21	-4.62213627777863	other	12	3.85	7.75
cuacuá	quack quack	23.5978481743421	-3.87501590725284	0	-7.10704292756663	other	6	3.93	7.25207922989424
cuadro	picture	30.6508909018666	15.488429597295	61	-3.8112060615623	nouns	6	4.52	6.92592592592593
cuarto	room	24.2946831784613	-4.07344976820104	296	-1.23492513809122	nouns	6	4.79	8.23380281690141
cuchara	spoon	20.8153932567588	-7.66189203740575	126	-2.35345273646027	nouns	7	4.96	5.5
cuchillo	knife	24.6147468490898	-58.0384913665006	111	-2.0318691123328	nouns	8	4.9	11.3625
cuna	crib	22.4723467474936	-3.50796203371239	119	-2.472313939337	nouns	4	4.86	7.01941747572816
dar	give	23.6333199925562	23.7200266406317	493	-0.596784587043482	verbs	3	2.83	9.52083333333333
decir	say	29.851894113901	52.1571288163958	500	-0.664502761098433	verbs	5	2.58	8.90445859872611
dedo	finger	20.4536450727643	-4.9444455113252	208	-1.71341538121427	nouns	4	5	9.2
desayunar	eat breakfast	28.4196041803605	4.67771016122595	202	-1.8187758968721	verbs	9	4.44	6.24747474747475
después	after	34.5503264776583	121.273142791738	625	-0.493658709187072	other	7	2.12	8.79463087248322
día	day	29.8347043378609	56.3028375046696	688	-0.159105858951663	other	3	3.92	11.2372718539866
dibujar	draw	27.2942777963712	27.144169652726	165	-2.31125238196989	verbs	7	3.97	6.85123966942149
dientes	tooth	20.8721380647275	27.0026318216809	146	-2.51192307743204	nouns	7	4.89	7.29292929292929
diferente	different	38.1388639158794	-22.3012382864831	63	-2.9639082011751	adjectives	9	1.97	5.23809523809524
difícil	hard	36.0415725640424	9.82461488911713	151	-2.27872919026433	adjectives	7	3.76	6.576
dinero	money	21.2751791918985	44.654461167338	180	-2.33635830310097	nouns	6	4.54	8.90677966101695
doler	hurt (action)	24.4776096237694	2.13020010848575	27	-4.62213627777863	verbs	5	3.61	9.08333333333333
dormir	sleep	21.6101976421952	-120.416679444716	439	-0.33969980230124	verbs	6	4.44	6.85155350978136
dulce	candy	19.7226613440546	3.48842959729504	49	-3.8112060615623	nouns	5	4.83	6.11111111111111
él	he	23.703558868261	50.0933705219123	761	0.019044345732493	function_words	2	3.93	7.58922829581994
elefante	elephant	24.2118225521748	-20.8767231911429	175	-1.82892826833611	nouns	8	5	5.77040816326531
ella	her	26.2868821010656	73.8156410639795	716	-0.134436676264878	function_words	4	3	7.14995313964386
ellas	they	32.6393327947135	53.2398674051731	205	-2.17978924240943	function_words	5	2.93	7.81884057971014
empujar	push	29.3961032354201	7.07129108971557	20	-5.49760501513253	verbs	7	4.21	6.4
encima	on	36.2441665907627	126.394521942323	418	-1.27516045028311	function_words	6	3.25	8.65102639296188
enfermo	sick	28.056672694435	11.9642663960326	47	-4.16260394840019	adjectives	7	2.97	9.8421052631579
enojado	angry	27.298491187934	5.69426745289109	29	-4.70914765476826	adjectives	7	2.53	7
enseñar	show	30.7524477589328	7.19329068538343	177	-2.02563856258217	verbs	7	3.97	8.6832298136646
esas	those	30.293468034921	114.338159951607	383	-1.39001522616041	function_words	4	2.32	7.83881578947368
escaleras	stairs	25.0376902450696	19.2439020323798	132	-2.58525435051759	nouns	9	5	7.06521739130435
escoba	broom	22.9819880441908	3.69876171351689	89	-2.9639082011751	nouns	6	4.89	7.07936507936508
escribir	write	27.4709306949424	36.3961764219395	140	-2.70032368030238	verbs	8	4.22	7.47560975609756
espejo	mirror	25.4241407005214	0.240474561193707	70	-3.23584191665874	nouns	6	4.97	7.125
esperar	wait	29.8734856529196	20.2404745611937	90	-3.23584191665874	verbs	7	2.68	7.54166666666667
ésta	this	22.0460472780268	-141.641492261381	730	0.333690779822629	function_words	4	2.14	5.90610328638498
estar	be	32.371763870208	104.331011161224	408	-1.21816496923375	function_words	5	1.85	9.50138504155125
éstas	these	32.1803430164092	35.8477239325271	231	-1.83404336900288	function_words	5	2.03	6.55897435897436
estrella	star	25.5978493949219	-32.269553719945	98	-2.38854405627154	nouns	8	4.69	4.52678571428571
estufa	stove	26.311116091394	8.17654830660184	39	-4.33445420532685	nouns	6	4.96	8.8125
falda	skirt	28.1220606773855	25.6069158105055	66	-3.97154871163748	nouns	5	4.82	9.39130434782609
familia	family	33.2064402237038	29.2973177537857	157	-2.41569504533749	other	7	4.23	10.3119266055046
feo	ugly	24.3346965093377	1.65600451362988	151	-2.2017681491282	adjectives	3	3.23	6.23703703703704
flor	flower	22.7439100705658	-25.3696929052042	161	-1.89755677472521	nouns	4	5	5.30054644808743
fotos	photos	22.8728602819464	34.495258934268	169	-2.34486899276888	nouns	5	4.16755555555556	7.47008547008547
frijoles	beans	23.1280570357075	2.18269513236133	17	-5.31528345833858	nouns	8	4.16755555555556	6.5
frío	cold	22.8319316091006	-30.0661762937949	248	-1.34185182478179	adjectives	4	3.85	7.01567398119122
fuchi	yucky	18.8407623466514	-4.94104230256231	6	-5.72074856644674	adjectives	5	1.86	2.75
galleta	cookie	17.6280783199584	17.8855254805125	94	-3.11805888100236	nouns	7	5	6.85185185185185
gallina	hen	23.9022188301199	-2.33948428091279	155	-2.13030918514606	nouns	7	4.9	5.89655172413793
gato	cat	18.4645333574935	-90.1411384382325	325	-0.773763299426941	nouns	4	4.86	5.99644760213144
globo	balloon	16.3004321309905	-54.7634636484328	144	-1.8087255610186	nouns	5	4.92	5.15
gracias	thank you	16.455361009917	-141.710410948987	222	-0.962857293440986	other	7	3	3.5
grande	big	26.5225046866557	-26.6665096387158	671	-0.00949407695183901	adjectives	6	3.66	7.37303556658395
guajolote	turkey	37.5390689953949	-3.87501590725284	0	-7.10704292756663	nouns	9	4.89	7.25207922989424
guapo	cute	28.6880772966477	-7.36244355743915	146	-2.16540050495733	adjectives	5	2.76	4.87857142857143
hambre	hungry	25.5322049713677	-14.6429456086258	199	-1.70888022604888	adjectives	6	2.9	6.47511312217195
helado	ice cream	25.2819378866792	17.3961764219395	121	-2.70032368030238	nouns	6	4.89	6.85365853658537
helicóptero	helicopter	29.3099363907103	14.541955654912	120	-2.67622612872332	nouns	11	4.62	6.45238095238095
hermana	sister	26.4870579519407	41.9442967444599	268	-1.63057937563512	other	7	4	9.53138075313807
hermano	brother	27.6605159441975	26.4455994132458	297	-1.38019517997943	other	7	4.43	9.00325732899023
hipopótamo	hippopotamus	33.2244411684923	-0.0985049874591368	95	-2.81658348641824	nouns	10	4.93	6.05479452054795
hormiga	ant	24.4055090453968	-0.0621239003874656	20	-4.90981835023041	nouns	7	4.86	5.77777777777778
horno	oven	33.2749843742248	-2.07819637833065	37	-4.01600047420832	nouns	5	4.97	9.18181818181818
hoy	today	32.2304585771948	67.1609738383501	596	-0.422431199898704	other	3	2.57	7.6975
huevo	egg	19.2381499544761	5.35491709580273	149	-2.25501266364701	nouns	5	4.97	6.0390625
igual	same	34.1273117971621	105.088182518424	545	-0.690310645054306	adjectives	5	2.64	6.93954248366013
